bom_line_code,bom_code,version_number,line_number,material_item_code,unit_code,quantity_per_base,scrap_percent,notes
bom_fg_0191_line_05,bom_fg_0191,1,5,rm_0089,kg,516,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0192_line_01,bom_fg_0192,1,1,rm_0026,kg,413,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0192_line_02,bom_fg_0192,1,2,rm_0043,kg,442,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0192_line_03,bom_fg_0192,1,3,rm_0060,piece,471,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0192_line_04,bom_fg_0192,1,4,rm_0077,litre,500,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0192_line_05,bom_fg_0192,1,5,rm_0094,kg,529,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0193_line_01,bom_fg_0193,1,1,rm_0031,kg,426,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0193_line_02,bom_fg_0193,1,2,rm_0048,kg,455,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0193_line_03,bom_fg_0193,1,3,rm_0065,litre,484,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0193_line_04,bom_fg_0193,1,4,rm_0082,kg,513,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0193_line_05,bom_fg_0193,1,5,rm_0099,litre,542,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0194_line_01,bom_fg_0194,1,1,rm_0036,litre,439,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0194_line_02,bom_fg_0194,1,2,rm_0053,piece,468,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0194_line_03,bom_fg_0194,1,3,rm_0070,kg,497,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0194_line_04,bom_fg_0194,1,4,rm_0087,kg,526,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0194_line_05,bom_fg_0194,1,5,rm_0104,kg,555,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0195_line_01,bom_fg_0195,1,1,rm_0041,kg,452,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0195_line_02,bom_fg_0195,1,2,rm_0058,kg,481,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0195_line_03,bom_fg_0195,1,3,rm_0075,kg,510,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0195_line_04,bom_fg_0195,1,4,rm_0092,kg,539,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0195_line_05,bom_fg_0195,1,5,rm_0109,kg,568,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0196_line_01,bom_fg_0196,1,1,rm_0046,kg,465,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0196_line_02,bom_fg_0196,1,2,rm_0063,piece,494,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0196_line_03,bom_fg_0196,1,3,rm_0080,kg,523,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0196_line_04,bom_fg_0196,1,4,rm_0097,litre,552,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0196_line_05,bom_fg_0196,1,5,rm_0114,piece,581,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0197_line_01,bom_fg_0197,1,1,rm_0051,piece,478,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0197_line_02,bom_fg_0197,1,2,rm_0068,kg,507,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0197_line_03,bom_fg_0197,1,3,rm_0085,kg,536,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0197_line_04,bom_fg_0197,1,4,rm_0102,litre,565,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0197_line_05,bom_fg_0197,1,5,rm_0119,piece,594,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0198_line_01,bom_fg_0198,1,1,rm_0056,piece,491,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0198_line_02,bom_fg_0198,1,2,rm_0073,kg,520,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0198_line_03,bom_fg_0198,1,3,rm_0090,kg,549,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0198_line_04,bom_fg_0198,1,4,rm_0107,kg,578,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0198_line_05,bom_fg_0198,1,5,rm_0124,piece,607,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0199_line_01,bom_fg_0199,1,1,rm_0061,piece,504,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0199_line_02,bom_fg_0199,1,2,rm_0078,kg,533,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0199_line_03,bom_fg_0199,1,3,rm_0095,kg,562,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0199_line_04,bom_fg_0199,1,4,rm_0112,kg,591,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0199_line_05,bom_fg_0199,1,5,rm_0129,litre,620,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0200_line_01,bom_fg_0200,1,1,rm_0066,kg,517,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0200_line_02,bom_fg_0200,1,2,rm_0083,kg,546,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0200_line_03,bom_fg_0200,1,3,rm_0100,litre,575,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0200_line_04,bom_fg_0200,1,4,rm_0117,piece,604,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0200_line_05,bom_fg_0200,1,5,rm_0134,kg,633,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
